PYNAM,PYCOMNAM,PYSPP,PYABBR,MODCAT,GENCAT,GenSci,GenCom,ANALCAT,AnalSci,AnalCom,COLLCAT,CollSci,Collcom
NUCULA TENUIS,SMOOTH NUTCLAM,5.12E+14,NUCTEN,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
CUSPIDARIA SP,,5.12E+14,CUSPSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
MYONERA LAMELLIFERA,SHINGLED MYONERIA,5.12E+14,MYOLAM,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
ANOMIA SP,,5.12E+14,ANOMSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
ANOMIA SIMPLEX,COMMON JINGLE,5.12E+14,ANOSIM,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
LIMIDAE,FILECLAMS,5.12E+14,LIMFAM,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
LIMATULA SUBAURICULATA,SMALL-EAR FILECLAM,5.12E+14,LIMSUB,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
OSTREIDAE,OYSTERS,5.12E+14,OSTFAM,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
PECTINIDAE,SCALLOPS,5.12E+14,PECFA1,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",PECFA1,PECTINIDAE,SCALLOPS
PECTINIDAE SHELL,SCALLOP SHELL,5.12E+14,PECSHE,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",PECFA1,PECTINIDAE,SCALLOPS
PECTINIDAE VISCERA,SCALLOP VISCERA,5.12E+14,PECVIS,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",PECFA1,PECTINIDAE,SCALLOPS
AEQUIPECTEN GLYPTUS,RED-RIBBED SCALLOP,5.12E+14,AEQGLY,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",PECFA1,PECTINIDAE,SCALLOPS
ARGOPECTEN IRRADIANS,BAY SCALLOP,5.12E+14,ARGIRR,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",PECFA2,PECTINIDAE,SCALLOPS
ARGOPECTEN IRRADIANS SHELL,BAY SCALLOP SHELL,5.12E+14,ARGSHE,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",PECFA3,PECTINIDAE,SCALLOPS
CHLAMYS SP,,5.12E+14,CHLASP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",PECFA1,PECTINIDAE,SCALLOPS
CHLAMYS ISLANDICA,ICELAND SCALLOP,5.12E+14,CHLISL,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",PECFA1,PECTINIDAE,SCALLOPS
CHLAMYS ISLANDICA SHELL,ICELAND SCALLOP SHELL,5.12E+14,CHLSHE,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",PECFA1,PECTINIDAE,SCALLOPS
CYCLOPECTEN PUSTULOSUS,,5.12E+14,CYCPUS,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",PECFA1,PECTINIDAE,SCALLOPS
PLACOPECTEN MAGELLANICUS,SEA SCALLOP,5.12E+14,PLAMAG,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",PECFA1,PECTINIDAE,SCALLOPS
PLACOPECTEN MAGELLANICUS VISCERA,SEA SCALLOP VISCERA,5.12E+14,PLAMA1,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",PECFA1,PECTINIDAE,SCALLOPS
PTERIA VITREA,GLASSY WING-OYSTER,5.12E+14,PTEVIT,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
SOLEMYIDAE,AWNINGCLAMS,5.12E+14,SOLFA1,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
SOLEMYA VELUM,ATLANTIC AWNINGCLAM,5.12E+14,SOLVEL,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
ARCTICA ISLANDICA,OCEAN QUAHOG,5.12E+14,ARCISL,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",ARCISL,ARCTICA ISLANDICA,OCEAN QUAHOG
ARCTICA ISLANDICA VISCERA,OCEAN QUAHOG VISCERA,5.12E+14,ARCIS2,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",ARCIS2,ARCTICA ISLANDICA VISCERA,OCEAN QUAHOG VISCERA
ARCTICA ISLANDICA SHELL,OCEAN QUAHOG SHELL,5.12E+14,ARCIS3,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",ARCIS3,ARCTICA ISLANDICA SHELL,OCEAN QUAHOG SHELL
ASTARTE SP,,5.12E+14,ASTASP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
ASTARTE SP SHELL,ASTARTE SHELL,5.12E+14,ASTSHE,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
ASTARTE SP VISCERA,ASTARTE SP VISCERA,5.12E+14,ASTVIS,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
ASTARTE QUADRANS,SQUARISH ASTARTE,5.12E+14,ASTQUA,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
ASTARTE CASTANEA,SMOOTH ASTARTE,5.12E+14,ASTCAS,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
ASTARTE UNDATA,WAVY ASTARTE,5.12E+14,ASTUND,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
TRIDONTA BOREALIS,BOREAL TRIDONTA,5.12E+14,TRIBOR,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
CARDIIDAE,COCKLES,5.12E+14,CARFA1,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
CARDIIDAE SHELL,COCKLE SHELL,5.12E+14,CARSHE,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
CERASTODERMA SP,,5.12E+14,CERASP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
CERASTODERMA PINNULATUM,NORTHERN DRAWF-COCKLE,5.12E+14,CERPIN,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
CLINOCARDIUM CILIATUM,HAIRY COCKLE,5.12E+14,CLICIL,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
LAEVICARDIUM SP,,5.12E+14,LAEVSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
LAEVICARDIUM LAEVIGATUM,EGG COCKLE,5.12E+14,LAELAE,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
LAEVICARDIUM PICTUM,PAINTED EGGCOCKLE,5.12E+14,LAEPIC,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
DINOCARDIUM ROBUSTUM,ATLANTIC GIANT COCKLE,5.12E+14,DINROB,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
CYCLOCARDIA SP,,5.12E+14,CYCLSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
CYCLOCARDIA BOREALIS,NORTHERN CYCLOCARDIA,5.12E+14,CYCBOR,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
MYA ARENARIA,SOFTSHELL CLAM,5.12E+14,MYAARE,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
LUCINIDAE,LUCINES,5.12E+14,LUCFAM,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
MACTRIDAE,"SURFCLAMS, DUCKCLAM, AND GAPERS",5.12E+14,MACFA1,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
MULINIA LATERALIS,DRAWF SURFCLAM,5.12E+14,MULLAT,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
SPISULA SP,SPISULA SP,5.12E+14,SPISSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
SPISULA SP VISCERA,,5.12E+14,SPISS2,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
SPISULA SOLIDISSIMA,ATLANTIC SURFCLAM,5.12E+14,SPISOL,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
SPISULA SOLIDISSIMA VISCERA,SURFCLAM VISCERA,5.12E+14,SPIVIS,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
SPISULA POLYNYMA,STIMPSON'S CLAM,5.12E+14,SPIPOL,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
MACTROMERIS POLYNYMA,ARCTIC SURFCLAM,5.12E+14,MACPOL,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
SOLENIDAE,RAZOR AND JACKNIFE CLAMS,5.12E+14,SOLFA2,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
SOLENIDAE SIPHON,RAZOR CLAM SIPHONS,5.12E+14,SOLSIP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
SOLENIDAE SHELL,RAZOR AND JACKNIFE CLAM SHELL,5.12E+14,SOLSHE,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
SOLENIDAE VISCERA,RAZOR AND JACKNIFE CLAMS VISCERA,5.12E+14,SOLVIS,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
ENSIS SP,ENSIS SP,5.12E+14,ENSISP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
ENSIS DIRECTUS,ATLANTIC JACKNIFE,5.12E+14,ENSDIR,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
SILIQUA COSTATA,ATLANTIC RAZOR,5.12E+14,SILCOS,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
SOLEN VIRIDIS,GREEN JACKKNIFE,5.12E+14,SOLVIR,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
TELLINIDAE,"MACOMA, TELLEN, AND FAT-TELLEN CLAMS",5.12E+14,TELFAM,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
STRIGILLA SP,,5.12E+14,STRISP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
TELLINA SP,,5.12E+14,TELLSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
TELLINA AGILIS,NORTHERN DRAWF-TELLIN,5.12E+14,TELAGI,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
THYASIRA SP,,5.12E+14,THYASP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
MERCENARIA SP,,5.12E+14,MERCSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
LYONSIIDAE,,5.12E+14,LYOFAM,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
LYONSIA SP,,5.12E+14,LYONSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,BIVALV,BIVALVIA,"CLAMS, MUSSELS",BIVALV,BIVALVIA,"CLAMS, MUSSELS"
SCAPHOPODA,TUSKSHELLS AND TOOTHSHELLS,5.13E+14,SCAPHO,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,SCAPHO,SCAPHOPODA,TUSK SHELLS,SCAPHO,SCAPHOPODA,TUSK SHELLS
DENTALIUM SP,,5.13E+14,DENTSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,SCAPHO,SCAPHOPODA,TUSK SHELLS,SCAPHO,SCAPHOPODA,TUSK SHELLS
GASTROPODA,SNAILS,5.14E+14,GASTRO,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
GASTROPODA OPERCULUM,GASTROPOD OPERCULUM,5.14E+14,GASOPE,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
GASTROPODA SHELL,SNAIL SHELL,5.14E+14,GASSHE,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
GASTROPODA VISCERA,SNAIL UNCL VISCERA,5.14E+14,GASVIS,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
GASTROPODA EGGS,GASTROPOD EGGS,5.14E+14,GASEGG,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
NUDIBRANCHIA,SEA SLUGS,5.14E+14,NUDIBR,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
AEOLIDIIDAE,,5.14E+14,AEOFAM,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
AEOLIDIA SP,,5.14E+14,AEOLSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
APLYSIIDAE,SEA HARES,5.14E+14,APLFAM,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
CORAMBIDAE,,5.14E+14,CORFAM,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
EUBRANCHUS EXIGUUS,DRAWF BALLOON AEOLIS,5.14E+14,EUBEXI,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
EUBRANCHUS PALLIDUS,,5.14E+14,EUBPAL,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
DOTONIDAE,,5.14E+14,DOTFAM,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
DOTO CORONATA,CROWN DOTO,5.14E+14,DOTCOR,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
ACANTHODORIS PILOSA,HAIRY SPINY DORIS,5.14E+14,ACAPIL,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
ADALARIA SP,,5.14E+14,ADALSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
PLEUROBRANCHAEA SP,,5.14E+14,PLEUSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
ACMAEIDAE,LIMPETS,5.14E+14,ACMFAM,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
NOTOACMEA TESTUDINALIS,PLANT LIMPET,5.14E+14,NOTTES,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
CYCLOSTREMATIDAE,,5.14E+14,CYCFA1,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
FISSURELLIDAE,,5.14E+14,FISFAM,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
PUNCTURELLA SP,,5.14E+14,PUNCSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
PUNCTURELLA NOACHINA,DILUVIAN PUNCTURELLA,5.14E+14,PUNNOA,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
DIODORA SP,,5.14E+14,DIODSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
PROPILIDIUM SP,,5.14E+14,PROPSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
ANATOMA CRISPATA,CRISPATE SCISSURELLE,5.14E+14,ANACRI,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
TROCHIDAE,TOPSNAILS,5.14E+14,TROFAM,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
MARGARITES SP,,5.14E+14,MARGSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
APORRHAIS OCCIDENTALIS,AMERICAN PELICANFOOT,5.14E+14,APOOCC,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
CAECUM SP,,5.14E+14,CAECSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
CRUCIBULUM STRIATUM,STRIATE CUP-AND-SAUCER,5.14E+14,CRUSTR,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
CERITHIIDAE,,5.14E+14,CERFA1,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
CREPIDULA SP,,5.14E+14,CREPSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
CREPIDULA PLANA,EASTERN WHITE SLIPPERSNAIL,5.14E+14,CREPLA,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
EPITONIUM SP,,5.14E+14,EPITSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
VELUTINA SP,,5.14E+14,VELUSP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
NATICIDAE,"MOON SNAILS, SHARK EYES AND BABY-EARS",5.14E+14,NATFAM,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
NATICIDAE OPERCULUM,"MOON SNAILS, SHARK EYES AND BABY-EARS OPERCULUM",5.14E+14,NATFA2,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
NATICA CLAUSA,ARCTIC MOONSNAIL,5.14E+14,NATCLA,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
TECTONATICA PUSILLA,MINATURE MOONSNAIL,5.14E+14,TECPUS,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
EUSPIRA HEROS,NORTHERN MOONSNAIL,5.14E+14,EUSHER,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
EUSPIRA IMMACULATA,IMMACULATE MOONSNAIL,5.14E+14,EUSIMM,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
TACHYRHYNCHUS EROSUS,ERODED TURRENTSNAIL,5.14E+14,TACERO,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
HAMINOEA SP,,5.14E+14,HAMISP,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
SCAPHANDER PUNCTOSTRIATUS,GIANT CANOE BUBBLE,5.14E+14,SCAPUN,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,GASTRO,GASTROPODA,SNAILS
THECOSOMATA,SHELLED PTEROPODS,5.14E+14,THECOS,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,PTERO,PTEROPODA,PTEROPODA
CAVOLINIIDAE,,5.14E+14,CAVFAM,BENINV,MOLLUS,MOLLUSCA,MOLLUSCA,GASTRO,GASTROPODA,SNAILS,PTERO,PTEROPODA,PTEROPODA
